run_id,measured_role,sample_index,time_s,current_a
p01-keysight-responder-r01,responder,449,8.98,0.00100298698
p01-keysight-responder-r01,responder,450,9,0.0010753481
p01-keysight-responder-r01,responder,451,9.02,0.00112718542
p01-keysight-responder-r01,responder,452,9.04,0.00106435754
p01-keysight-responder-r01,responder,453,9.06,0.00101710964
p01-keysight-responder-r01,responder,454,9.08,0.00110003086
p01-keysight-responder-r01,responder,455,9.1,0.00104062641
p01-keysight-responder-r01,responder,456,9.12,0.00103408072
p01-keysight-responder-r01,responder,457,9.14,0.0011036183
p01-keysight-responder-r01,responder,458,9.16,0.0010527796
p01-keysight-responder-r01,responder,459,9.18,0.000993931178
p01-keysight-responder-r01,responder,460,9.2,0.00112992505
p01-keysight-responder-r01,responder,461,9.22,0.00104609848
p01-keysight-responder-r01,responder,462,9.24,0.00104325122
p01-keysight-responder-r01,responder,463,9.26,0.00112405505
p01-keysight-responder-r01,responder,464,9.28,0.00103676027
p01-keysight-responder-r01,responder,465,9.3,0.00101951951
p01-keysight-responder-r01,responder,466,9.32,0.00112702512
p01-keysight-responder-r01,responder,467,9.34,0.00127655483
p01-keysight-responder-r01,responder,468,9.36,0.00102994513
p01-keysight-responder-r01,responder,469,9.38,0.00109197264
p01-keysight-responder-r01,responder,470,9.4,0.00108861241
p01-keysight-responder-r01,responder,471,9.42,0.00101829681
p01-keysight-responder-r01,responder,472,9.44,0.00114830726
p01-keysight-responder-r01,responder,473,9.46,0.00108542533
p01-keysight-responder-r01,responder,474,9.48,0.00103088657
p01-keysight-responder-r01,responder,475,9.5,0.00112048151
p01-keysight-responder-r01,responder,476,9.52,0.00109283979
p01-keysight-responder-r01,responder,477,9.54,0.00103589359
p01-keysight-responder-r01,responder,478,9.56,0.00112198616
